p,influenced,weight
http://dbpedia.org/resource/Samuel_von_Pufendorf,http://dbpedia.org/resource/Christian_Thomasius,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Eric_Santner,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Mark_Fisher,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Michael_Brooks_(political_commentator),1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Mladen_Dolar,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Jodi_Dean,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Alenka_Zupančič,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Srećko_Horvat,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Alexis_Tsipras,1
http://dbpedia.org/resource/Slavoj_Žižek,http://dbpedia.org/resource/Duane_Rousselle,1
http://dbpedia.org/resource/Thomas_Hobbes,http://dbpedia.org/resource/Political_philosophy,1
http://dbpedia.org/resource/Thomas_Hobbes,http://dbpedia.org/resource/Sociology,1
http://dbpedia.org/resource/Thomas_Hobbes,http://dbpedia.org/resource/Jurisprudence,1
http://dbpedia.org/resource/Upasni_Maharaj,http://dbpedia.org/resource/Meher_Baba,1
http://dbpedia.org/resource/Wilhelm_von_Humboldt,http://dbpedia.org/resource/Joxe_Azurmendi,1
http://dbpedia.org/resource/Wilhelm_von_Humboldt,http://dbpedia.org/resource/Ernst_Cassirer,1
http://dbpedia.org/resource/Wilhelm_von_Humboldt,http://dbpedia.org/resource/Valentin_Voloshinov,1
http://dbpedia.org/resource/Wilhelm_von_Humboldt,http://dbpedia.org/resource/August_Schleicher,1
http://dbpedia.org/resource/Wilhelm_von_Humboldt,http://dbpedia.org/resource/John_Stuart_Mill,1
http://dbpedia.org/resource/Wilhelm_von_Humboldt,http://dbpedia.org/resource/Alexander_Potebnja,1
http://dbpedia.org/resource/Wilhelm_von_Humboldt,http://dbpedia.org/resource/Noam_Chomsky,1
http://dbpedia.org/resource/William_Godwin,http://dbpedia.org/resource/Percy_Bysshe_Shelley,1
http://dbpedia.org/resource/William_Godwin,http://dbpedia.org/resource/Herbert_Read,1
http://dbpedia.org/resource/Emmanuel_Mounier,http://dbpedia.org/resource/Paul_Ricœur,1
http://dbpedia.org/resource/Emmanuel_Mounier,http://dbpedia.org/resource/Pierre_Trudeau,1
http://dbpedia.org/resource/Emmanuel_Mounier,http://dbpedia.org/resource/Ngô_Đình_Nhu,1
http://dbpedia.org/resource/Emmanuel_Mounier,http://dbpedia.org/resource/Abbé_Pierre,1
http://dbpedia.org/resource/Ernest_Nagel,http://dbpedia.org/resource/Mario_Bunge,1
http://dbpedia.org/resource/Ernest_Nagel,http://dbpedia.org/resource/Henry_E._Kyburg_Jr.,1
http://dbpedia.org/resource/Ernest_Nagel,http://dbpedia.org/resource/Patrick_Suppes,1
http://dbpedia.org/resource/Ernest_Nagel,http://dbpedia.org/resource/Douglas_Hofstadter,1
http://dbpedia.org/resource/Ernest_Nagel,http://dbpedia.org/resource/Isaac_Levi,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Joseph_Campbell,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Walter_Kaufmann_(philosopher),1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Pierre_Klossowski,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Sarah_Kofman,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Rudolf_Steiner,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Emil_Cioran,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Paul_Ricœur,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/André_Malraux,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Ayn_Rand,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/W._H._Auden,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Georges_Bataille,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Marcel_Proust,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Muhammad_Iqbal,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Maurice_Blanchot,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Carl_Rogers,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Georg_Brandes,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Martin_Buber,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Jacques_Derrida,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Chaim_Weizmann,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Max_Weber,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Miguel_de_Unamuno,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Dallas_Willard,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Ferdinand_Tönnies,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Wallace_Stevens,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Thomas_Mann,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Alasdair_MacIntyre,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Albert_Camus,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Michel_Foucault,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Jean-Paul_Sartre,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/August_Strindberg,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Knut_Hamsun,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Martin_Heidegger,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Paul_Tillich,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Alexander_Nehamas,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Alfred_Adler,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Cornelius_Castoriadis,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Roberto_Mangabeira_Unger,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Leo_Strauss,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Lev_Shestov,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Oswald_Spengler,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Gilles_Deleuze,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/H._L._Mencken,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/W._B._Yeats,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Theodor_W._Adorno,1
http://dbpedia.org/resource/Friedrich_Nietzsche,http://dbpedia.org/resource/Carl_Jung,1
http://dbpedia.org/resource/Iris_Murdoch,http://dbpedia.org/resource/G._E._M._Anscombe,1
http://dbpedia.org/resource/Iris_Murdoch,http://dbpedia.org/resource/Philippa_Foot,1
http://dbpedia.org/resource/Iris_Murdoch,http://dbpedia.org/resource/Martha_Nussbaum,1
http://dbpedia.org/resource/Kitaro_Nishida,http://dbpedia.org/resource/Keiji_Nishitani,1
http://dbpedia.org/resource/Kitaro_Nishida,http://dbpedia.org/resource/Kiyoshi_Miki,1
http://dbpedia.org/resource/Kitaro_Nishida,http://dbpedia.org/resource/Masao_Abe,1
http://dbpedia.org/resource/Kitaro_Nishida,http://dbpedia.org/resource/Hajime_Tanabe,1
http://dbpedia.org/resource/Kitaro_Nishida,http://dbpedia.org/resource/Shin'ichi_Hisamatsu,1
http://dbpedia.org/resource/Kitaro_Nishida,http://dbpedia.org/resource/Jun_Tosaka,1
http://dbpedia.org/resource/Kitaro_Nishida,http://dbpedia.org/resource/Shizuteru_Ueda,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Alexander_Pushkin,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/José_Saramago,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Karl_Marx,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Ralph_Waldo_Emerson,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Francis_Bacon,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Friedrich_Nietzsche,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Montesquieu,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Michel_Onfray,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/David_Hume,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/René_Descartes,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Voltaire,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Blaise_Pascal,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Jean-François_Lyotard,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Albert_Camus,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Albert_O._Hirschman,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Gore_Vidal,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Michel_Foucault,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Sigmund_Freud,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Eric_Hoffer,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/John_Henry_Newman,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Jean-Jacques_Rousseau,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Jean-Paul_Sartre,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Edward_Gibbon,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Fulton_J._Sheen,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Isaac_Asimov,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Charles_Darwin,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Pierre_Charron,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/William_Shakespeare,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Stefan_Zweig,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Virginia_Woolf,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/William_Hazlitt,1
http://dbpedia.org/resource/Michel_de_Montaigne,http://dbpedia.org/resource/Étienne_de_La_Boétie,1
http://dbpedia.org/resource/Montesquieu,"http://dbpedia.org/resource/Amable_Guillaume_Prosper_Brugière,_baron_de_Barante",1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Hannah_Arendt,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Constitution_of_the_United_States,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Edmund_Burke,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/David_Hume,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Jean_Charles_Léonard_de_Sismondi,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Adam_Ferguson,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Jean-Jacques_Rousseau,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Thomas_Paine,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Alexis_de_Tocqueville,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel,1
http://dbpedia.org/resource/Montesquieu,http://dbpedia.org/resource/Émile_Durkheim,1
http://dbpedia.org/resource/Mozi,http://dbpedia.org/resource/School_of_Names,1
http://dbpedia.org/resource/Mozi,http://dbpedia.org/resource/Eastern_philosophy,1
http://dbpedia.org/resource/Mozi,http://dbpedia.org/resource/Chinese_Buddhism,1
http://dbpedia.org/resource/Mozi,http://dbpedia.org/resource/Zhuang_Zhou,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Pakistan,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Muhammad_Ali_Jinnah,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Muhammad_Asad,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Abul_A'la_Maududi,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Pakistan_Movement,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Fateh_Mohammad_Malik,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Jawad_Naqvi,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Ale_Ahmad_Suroor,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Faiz_Ahmad_Faiz,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Israr_Ahmed,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Ali_Shariati,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Khushwant_Singh,1
http://dbpedia.org/resource/Muhammad_Iqbal,http://dbpedia.org/resource/Muhammad_Ishaq_Madni,1
http://dbpedia.org/resource/Nick_Land,http://dbpedia.org/resource/Alt-right,1
http://dbpedia.org/resource/Nick_Land,http://dbpedia.org/resource/Reza_Negarestani,1
http://dbpedia.org/resource/Nick_Land,http://dbpedia.org/resource/Mark_Fisher,1
http://dbpedia.org/resource/Nick_Land,http://dbpedia.org/resource/Dark_Enlightenment,1
http://dbpedia.org/resource/Nick_Land,http://dbpedia.org/resource/Kodwo_Eshun,1
http://dbpedia.org/resource/Nick_Land,http://dbpedia.org/resource/Iain_Hamilton_Grant,1
http://dbpedia.org/resource/Nick_Land,http://dbpedia.org/resource/Kode9,1
http://dbpedia.org/resource/Nicos_Poulantzas,http://dbpedia.org/resource/Bob_Jessop,1
http://dbpedia.org/resource/Otto_Neurath,http://dbpedia.org/resource/John_O'Neill_(philosopher),1
http://dbpedia.org/resource/Otto_Neurath,http://dbpedia.org/resource/Vienna_Circle,1
http://dbpedia.org/resource/Otto_Neurath,http://dbpedia.org/resource/Berlin_Circle,1
http://dbpedia.org/resource/David_B._Zilberman,http://dbpedia.org/resource/Alexander_Piatigorsky,1
http://dbpedia.org/resource/David_Hartley_(philosopher),http://dbpedia.org/resource/Joseph_Priestley,1
http://dbpedia.org/resource/David_Hartley_(philosopher),http://dbpedia.org/resource/William_James,1
http://dbpedia.org/resource/David_Hartley_(philosopher),http://dbpedia.org/resource/James_Mill,1
http://dbpedia.org/resource/David_Hartley_(philosopher),http://dbpedia.org/resource/William_Wordsworth,1
http://dbpedia.org/resource/David_Kaplan_(philosopher),http://dbpedia.org/resource/John_Perry_(philosopher),1
http://dbpedia.org/resource/David_Kaplan_(philosopher),http://dbpedia.org/resource/Nathan_Salmon,1
http://dbpedia.org/resource/David_Kaplan_(philosopher),http://dbpedia.org/resource/C._Anthony_Anderson,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Peter_Railton,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/L._A._Paul,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Gideon_Rosen,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Mark_Johnston_(philosopher),1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/John_Hawthorne,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Barry_Loewer,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/J._David_Velleman,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Theodore_Sider,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Dean_Zimmerman,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Robert_Brandom,1
http://dbpedia.org/resource/David_Lewis_(philosopher),http://dbpedia.org/resource/Stathis_Psillos,1
http://dbpedia.org/resource/David_Papineau,http://dbpedia.org/resource/Stathis_Psillos,1
http://dbpedia.org/resource/David_Stove,http://dbpedia.org/resource/James_Franklin_(philosopher),1
http://dbpedia.org/resource/David_Stove,http://dbpedia.org/resource/Peter_Forrest_(philosopher),1
http://dbpedia.org/resource/Debiprasad_Chattopadhyaya,http://dbpedia.org/resource/Mircea_Eliade,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Karl_Marx,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/George_Santayana,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Epicurus,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Aristotle,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Baruch_Spinoza,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Friedrich_Nietzsche,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Michel_de_Montaigne,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Michel_Onfray,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Pyrrho,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Marco_Aurelio_Severino,1
http://dbpedia.org/resource/Democritus,http://dbpedia.org/resource/Lucretius,1
http://dbpedia.org/resource/Denise_Paulme,http://dbpedia.org/resource/Marcel_Mauss,1
http://dbpedia.org/resource/William_Henry_Chamberlin_(philosopher),http://dbpedia.org/resource/E._E._Ericksen,1
http://dbpedia.org/resource/Maurice_Blanchot,http://dbpedia.org/resource/Samuel_Beckett,1
http://dbpedia.org/resource/Masoud_Ahmadzadeh,http://dbpedia.org/resource/Amir_Parviz_Pooyan,1
http://dbpedia.org/resource/Masoud_Ahmadzadeh,http://dbpedia.org/resource/Ashraf_Dehghani,1
http://dbpedia.org/resource/Masoud_Ahmadzadeh,http://dbpedia.org/resource/Hamid_Ashraf,1
http://dbpedia.org/resource/Masoud_Ahmadzadeh,http://dbpedia.org/resource/Mostafa_Shoa'ian,1
http://dbpedia.org/resource/Matsuoka_Shoan,http://dbpedia.org/resource/Ono_Ranzan,1
http://dbpedia.org/resource/Bayazid_Bastami,http://dbpedia.org/resource/Abu_al-Hassan_al-Kharaqani,1
http://dbpedia.org/resource/Bayazid_Bastami,http://dbpedia.org/resource/Muhammad_Iqbal,1
http://dbpedia.org/resource/Bayazid_Bastami,http://dbpedia.org/resource/Al-Hallaj,1
http://dbpedia.org/resource/Bayazid_Bastami,http://dbpedia.org/resource/Syed_Badiuddin_Zinda_Shah_Qutbul_Madar,1
http://dbpedia.org/resource/Mencius,http://dbpedia.org/resource/Chinese_philosophy,1
http://dbpedia.org/resource/Michael_Bratman,http://dbpedia.org/resource/Allan_Gibbard,1
http://dbpedia.org/resource/Michael_Bratman,http://dbpedia.org/resource/Nomy_Arpaly,1
http://dbpedia.org/resource/Michael_Bratman,http://dbpedia.org/resource/J._David_Velleman,1
http://dbpedia.org/resource/Michael_Bratman,http://dbpedia.org/resource/Scott_J._Shapiro,1
http://dbpedia.org/resource/Michael_Frede,http://dbpedia.org/resource/Michael_Neil_Forster,1
http://dbpedia.org/resource/Michael_Redhead,http://dbpedia.org/resource/Harvey_Brown_(philosopher),1
http://dbpedia.org/resource/Michael_Redhead,http://dbpedia.org/resource/Simon_Saunders,1
http://dbpedia.org/resource/Michael_Redhead,http://dbpedia.org/resource/Steven_French_(philosopher),1
http://dbpedia.org/resource/Michael_Sandel,http://dbpedia.org/resource/Richard_David_Precht,1
http://dbpedia.org/resource/Michael_Sandel,http://dbpedia.org/resource/Ed_Miliband,1
http://dbpedia.org/resource/Michael_Walzer,http://dbpedia.org/resource/Jean_Bethke_Elshtain,1
http://dbpedia.org/resource/Michael_Walzer,http://dbpedia.org/resource/Michael_Sandel,1
http://dbpedia.org/resource/Michael_Walzer,http://dbpedia.org/resource/Michael_W._Doyle,1
http://dbpedia.org/resource/Michael_Walzer,http://dbpedia.org/resource/Amy_Gutmann,1
http://dbpedia.org/resource/Michel_Henry,http://dbpedia.org/resource/Jean-Luc_Marion,1
http://dbpedia.org/resource/Pyrrho,http://dbpedia.org/resource/Epicurus,1
http://dbpedia.org/resource/Pyrrho,http://dbpedia.org/resource/Michel_de_Montaigne,1
http://dbpedia.org/resource/Pyrrho,http://dbpedia.org/resource/Aenesidemus,1
http://dbpedia.org/resource/Pyrrho,http://dbpedia.org/resource/Sextus_Empiricus,1
http://dbpedia.org/resource/Pyrrho,http://dbpedia.org/resource/Galen,1
http://dbpedia.org/resource/Pyrrho,http://dbpedia.org/resource/Timon_of_Phlius,1
http://dbpedia.org/resource/Pyrrho,http://dbpedia.org/resource/Arcesilaus,1
http://dbpedia.org/resource/R._Radhakrishnan,http://dbpedia.org/resource/Brenda_Marshall,1
http://dbpedia.org/resource/R._Radhakrishnan,http://dbpedia.org/resource/David_Harvey,1
http://dbpedia.org/resource/R._Radhakrishnan,http://dbpedia.org/resource/Xu_Ben,1
http://dbpedia.org/resource/Radoslav_Rochallyi,http://dbpedia.org/resource/G._H._Hardy,1
http://dbpedia.org/resource/Radoslav_Rochallyi,http://dbpedia.org/resource/Martin_Heidegger,1
http://dbpedia.org/resource/Radoslav_Rochallyi,http://dbpedia.org/resource/Max_Tegmark,1
http://dbpedia.org/resource/Jakob_Schegk,http://dbpedia.org/resource/Nicolaus_Taurellus,1
http://dbpedia.org/resource/Jakob_Schegk,http://dbpedia.org/resource/Second_scholasticism,1
http://dbpedia.org/resource/Panaetius,http://dbpedia.org/resource/Hecato_of_Rhodes,1
http://dbpedia.org/resource/Panaetius,http://dbpedia.org/resource/Cicero,1
http://dbpedia.org/resource/Panaetius,http://dbpedia.org/resource/Posidonius,1
http://dbpedia.org/resource/Nicole_Oresme,http://dbpedia.org/resource/Galileo_Galilei,1
http://dbpedia.org/resource/Nicole_Oresme,http://dbpedia.org/resource/Henry_of_Langenstein,1
http://dbpedia.org/resource/Gilbert_Harman,http://dbpedia.org/resource/Stephen_Stich,1
http://dbpedia.org/resource/Gilbert_Harman,http://dbpedia.org/resource/Joshua_Knobe,1
http://dbpedia.org/resource/Gilles-Gaston_Granger,http://dbpedia.org/resource/Jacques_Bouveresse,1
http://dbpedia.org/resource/Gilles-Gaston_Granger,http://dbpedia.org/resource/Jules_Vuillemin,1
http://dbpedia.org/resource/Herman_of_Carinthia,http://dbpedia.org/resource/Albertus_Magnus,1
http://dbpedia.org/resource/Syed_Shujaat_Ali_Qadri,http://dbpedia.org/resource/Muneeb-ur-Rehman,1
http://dbpedia.org/resource/A._D._Gordon,http://dbpedia.org/resource/Rachel_Bluwstein,1
http://dbpedia.org/resource/A._J._Ayer,http://dbpedia.org/resource/P._F._Strawson,1
http://dbpedia.org/resource/A._J._Ayer,http://dbpedia.org/resource/R._M._Hare,1
http://dbpedia.org/resource/A._J._Ayer,http://dbpedia.org/resource/Mihailo_Marković,1
http://dbpedia.org/resource/A._J._Ayer,http://dbpedia.org/resource/Ted_Honderich,1
http://dbpedia.org/resource/A._J._Ayer,http://dbpedia.org/resource/Peter_Unger,1
http://dbpedia.org/resource/Abd_al-Hussein_al-Hilli,http://dbpedia.org/resource/Ahmed_Al-Waeli,1
http://dbpedia.org/resource/Abd_al-Rahman_al-Kawakibi,http://dbpedia.org/resource/Gamal_Abdel_Nasser,1
http://dbpedia.org/resource/Abu_Abd_al-Rahman_Ibn_Aqil_al-Zahiri,http://dbpedia.org/resource/Abdul_Aziz_al-Harbi,1
http://dbpedia.org/resource/Abu_Hatim_Ahmad_ibn_Hamdan_al-Razi,http://dbpedia.org/resource/Hamid_al-Din_al-Kirmani,1
http://dbpedia.org/resource/Abu_Zayd_al-Balkhi,http://dbpedia.org/resource/Muhammad_ibn_Zakariya_al-Razi,1
http://dbpedia.org/resource/Abu_Zayd_al-Balkhi,http://dbpedia.org/resource/Istakhri,1
http://dbpedia.org/resource/Abu_Zayd_al-Balkhi,http://dbpedia.org/resource/Avicenna,1
http://dbpedia.org/resource/Abu_Zayd_al-Balkhi,http://dbpedia.org/resource/Al-Maqdisi,1
http://dbpedia.org/resource/Abu_Zayd_al-Balkhi,http://dbpedia.org/resource/Ibn_Hawqal,1
http://dbpedia.org/resource/Abu_Zayd_al-Balkhi,http://dbpedia.org/resource/Joseph_Wolpe,1
http://dbpedia.org/resource/Carl_Vogt,http://dbpedia.org/resource/Ivan_Pavlov,1
http://dbpedia.org/resource/Edgar_S._Brightman,http://dbpedia.org/resource/L._Harold_DeWolf,1
http://dbpedia.org/resource/Edward_Caird,http://dbpedia.org/resource/John_Watson_(philosopher),1
http://dbpedia.org/resource/Edward_Caird,http://dbpedia.org/resource/Henry_Jones_(philosopher),1
http://dbpedia.org/resource/Edwin_Arthur_Burtt,http://dbpedia.org/resource/Alexandre_Koyré,1
http://dbpedia.org/resource/Ernst_Cassirer,http://dbpedia.org/resource/Susanne_Langer,1
http://dbpedia.org/resource/Ernst_Cassirer,http://dbpedia.org/resource/Wilbur_Marshall_Urban,1
http://dbpedia.org/resource/Ernst_Cassirer,http://dbpedia.org/resource/Leo_Strauss,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Alexius_Meinong,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Rudolf_Steiner,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Vittorio_Benussi,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Tomáš_Masaryk,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Anton_Marty,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Christian_von_Ehrenfels,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Edmund_Husserl,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Sigmund_Freud,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Martin_Heidegger,1
http://dbpedia.org/resource/Franz_Brentano,http://dbpedia.org/resource/Kazimierz_Twardowski,1
