Philosopher A,Philosopher B,Weight
Max_Stirner,Otto_Gross,1
Max_Stirner,Carl_Schmitt,1
Max_Stirner,Miguel_Giménez_Igualada,1
P._F._Strawson,David_Lewis_(philosopher),1
P._F._Strawson,Colin_McGinn,1
P._F._Strawson,Martin_Hollis_(philosopher),1
P._F._Strawson,John_Searle,1
P._F._Strawson,Arda_Denkel,1
P._F._Strawson,Keith_Donnellan,1
P._F._Strawson,Ted_Honderich,1
P._F._Strawson,Ramchandra_Gandhi,1
P._F._Strawson,Joshua_Knobe,1
P._F._Strawson,Pierre_Bourdieu,1
Rudolf_Sutermeister,Gustav_Siegfried,1
Rudolf_Sutermeister,Johann_Jakob_Treichler,1
Rudolf_Sutermeister,Karl_Bürkli,1
Stephen_Stich,Ron_Mallon,1
Stephen_Stich,Shaun_Nichols,1
Susan_Stebbing,Max_Black,1
Thales_of_Miletus,Anaximander,1
Thales_of_Miletus,Anaximenes_of_Miletus,1
Thales_of_Miletus,Pythagoras,1
Thales_of_Miletus,Xenophanes,1
David_Blitz,Eric_Bergenn,1
David_Blitz,Evan_McCarthy,1
Kenneth_Waltz,Robert_Keohane,1
Kenneth_Waltz,Stephen_Walt,1
Kenneth_Waltz,Fareed_Zakaria,1
Kenneth_Waltz,John_Mearsheimer,1
Kenneth_Waltz,Joseph_Nye,1
Kenneth_Waltz,James_Fearon,1
Kenneth_Waltz,Randall_Schweller,1
Kenneth_Waltz,Robert_Jervis,1
Kenneth_Waltz,Robert_Gilpin,1
Lionel_Snell,Chaos_magic,1
Jakob_Friedrich_Fries,Hermann_Lotze,1
Jakob_Friedrich_Fries,Leonard_Nelson,1
Jakob_Friedrich_Fries,Karl_Popper,1
Jakob_Friedrich_Fries,Otto_Fritz_Meyerhof,1
Martha_Albertson_Fineman,Nancy_Fraser,1
Milan_Komar,Alojz_Rebula,1
Milan_Komar,Augusto_del_Noce,1
Milan_Komar,Zorko_Simčič,1
William_James,Alfred_North_Whitehead,1
William_James,Richard_Rorty,1
William_James,George_Santayana,1
William_James,Marilynne_Robinson,1
William_James,William_Herbert_Sheldon,1
William_James,C._Wright_Mills,1
William_James,Robert_Frost,1
William_James,John_Dewey,1
William_James,Bertrand_Russell,1
William_James,W._E._B._Du_Bois,1
William_James,F._C._S._Schiller,1
William_James,Jimmy_Carter,1
William_James,Antonio_Damasio,1
William_James,Edmund_Husserl,1
William_James,Henri_Bergson,1
William_James,Alfred_Schütz,1
William_James,Edwin_Holt,1
William_James,Émile_Durkheim,1
William_James,Gertrude_Stein,1
William_James,Hilary_Putnam,1
William_James,Morris_Raphael_Cohen,1
Ken_Gemes,Stephen_Yablo,1
Jean_Bodin,Eric_Voegelin,1
Jean_Bodin,Giovanni_Botero,1
Jean_Bodin,Montesquieu,1
Jean_Bodin,Hugo_Grotius,1
John_Philoponus,Bonaventure,1
John_Philoponus,Giovanni_Pico_della_Mirandola,1
John_Philoponus,Jean_Buridan,1
John_Philoponus,Galileo_Galilei,1
Gabriel_Wagner,Gottfried_Wilhelm_Leibniz,1
Ibn_Sab'in,Abu_al-Hasan_al-Shushtari,1
Ibn_Sab'in,Ramon_Llull,1
Ibn_Sab'in,Afif_al-Din_Sulayman_al_Tilimsani,1
Ibn_Sab'in,Al-Kashani_al-Fargani,1
Ibn_Sab'in,Badr_al-Din_Hasan_Ibn_Hud,1
Philodemus,Virgil,1
Philodemus,Horace,1
Paul_Natorp,Rabindranath_Tagore,1
Paul_Natorp,Ernst_Cassirer,1
Paul_Natorp,Edmund_Husserl,1
Paul_Natorp,Hans-Georg_Gadamer,1
Paul_Natorp,José_Ortega_y_Gasset,1
Paul_Natorp,Martin_Heidegger,1
Paul_Natorp,Karl_Barth,1
Michel_Aflaq__1,Akram_al-Hawrani,1
Michel_Aflaq__1,Bashar_al-Assad,1
Michel_Aflaq__1,Hafez_al-Assad,1
Michel_Aflaq__1,Abdullah_Rimawi,1
Michel_Aflaq__1,Salah_Jadid,1
Michel_Aflaq__1,Assem_Qanso,1
Michel_Aflaq__1,Ahmed_Hassan_al-Bakr,1
Michel_Aflaq__1,Izzat_Ibrahim_al-Douri,1
Michel_Aflaq__1,Saddam_Hussein,1
Michel_Aflaq__1,Salah_al-Din_al-Bitar,1
Michel_Aflaq__1,Gamal_Abdel_Nasser,1
Michel_Aflaq__1,Amin_al-Hafiz,1
Michel_Aflaq__1,Fuad_al-Rikabi,1
Michel_Aflaq__1,Nureddin_al-Atassi,1
Ramon_Llull__Ramon_Llull__1,Johann_Reuchlin,1
Ramon_Llull__Ramon_Llull__1,Gottfried_Wilhelm_Leibniz,1
Ramon_Llull__Ramon_Llull__1,Jacques_Lefèvre_d'Étaples,1
Ramon_Llull__Ramon_Llull__1,Peter_of_Limoges,1
Ramon_Llull__Ramon_Llull__1,Johann_Heinrich_Bisterfeld,1
Ramon_Llull__Ramon_Llull__1,Raymond_of_Sabunde,1
Ramon_Llull__Ramon_Llull__1,Francis_Bacon,1
Ramon_Llull__Ramon_Llull__1,Giovanni_Pico_della_Mirandola,1
Ramon_Llull__Ramon_Llull__1,John_Amos_Comenius,1
Ramon_Llull__Ramon_Llull__1,Josep_Perarnau,1
Ramon_Llull__Ramon_Llull__1,Robert_Boyle,1
Ramon_Llull__Ramon_Llull__1,George_Dalgarno,1
Ramon_Llull__Ramon_Llull__1,John_Dee,1
Ramon_Llull__Ramon_Llull__1,René_Descartes,1
Ramon_Llull__Ramon_Llull__1,Charles_de_Bovelles,1
Ramon_Llull__Ramon_Llull__1,Johannes_Trithemius,1
Ramon_Llull__Ramon_Llull__1,Athanasius_Kircher,1
Ramon_Llull__Ramon_Llull__1,John_Donne,1
Ramon_Llull__Ramon_Llull__1,Francisco_Jiménez_de_Cisneros,1
Ramon_Llull__Ramon_Llull__1,George_Herbert,1
Ramon_Llull__Ramon_Llull__1,George_Ripley_(alchemist),1
Ramon_Llull__Ramon_Llull__1,Giulio_Pace,1
Ramon_Llull__Ramon_Llull__1,Francisco_de_Osuna,1
Ramon_Llull__Ramon_Llull__1,Johann_Heinrich_Alsted,1
Ramon_Llull__Ramon_Llull__1,Bernardo_Buil,1
Ramon_Llull__Ramon_Llull__1,Giordano_Bruno,1
Ramon_Llull__Ramon_Llull__1,Heinrich_Cornelius_Agrippa,1
Ramon_Llull__Ramon_Llull__1,John_Wilkins,1
Ramon_Llull__Ramon_Llull__1,Nicholas_of_Cusa,1
Ramon_Llull__Ramon_Llull__1,Thomas_Traherne,1
Ramon_Llull__Ramon_Llull__1,Heymeric_de_Campo,1
Ramon_Llull__Ramon_Llull__1,Bernard_de_Lavinheta,1
Ramon_Llull__Ramon_Llull__1,Juan_de_Zumárraga,1
Ramon_Llull__Ramon_Llull__1,Junípero_Serra,1
Ramon_Llull__Ramon_Llull__1,Paracelsus,1
Samuel_von_Pufendorf,Christian_Thomasius,1
Slavoj_Žižek,Eric_Santner,1
Slavoj_Žižek,Mark_Fisher,1
Slavoj_Žižek,Michael_Brooks_(political_commentator),1
Slavoj_Žižek,Mladen_Dolar,1
Slavoj_Žižek,Jodi_Dean,1
Slavoj_Žižek,Alenka_Zupančič,1
Slavoj_Žižek,Srećko_Horvat,1
Slavoj_Žižek,Alexis_Tsipras,1
Slavoj_Žižek,Duane_Rousselle,1
Thomas_Hobbes,Political_philosophy,1
Thomas_Hobbes,Sociology,1
Thomas_Hobbes,Jurisprudence,1
Upasni_Maharaj,Meher_Baba,1
Wilhelm_von_Humboldt,Joxe_Azurmendi,1
Wilhelm_von_Humboldt,Ernst_Cassirer,1
Wilhelm_von_Humboldt,Valentin_Voloshinov,1
Wilhelm_von_Humboldt,August_Schleicher,1
Wilhelm_von_Humboldt,John_Stuart_Mill,1
Wilhelm_von_Humboldt,Alexander_Potebnja,1
Wilhelm_von_Humboldt,Noam_Chomsky,1
William_Godwin,Percy_Bysshe_Shelley,1
William_Godwin,Herbert_Read,1
Emmanuel_Mounier,Paul_Ricœur,1
Emmanuel_Mounier,Pierre_Trudeau,1
Emmanuel_Mounier,Ngô_Đình_Nhu,1
Emmanuel_Mounier,Abbé_Pierre,1
Ernest_Nagel,Mario_Bunge,1
Ernest_Nagel,Henry_E._Kyburg_Jr.,1
Ernest_Nagel,Patrick_Suppes,1
Ernest_Nagel,Douglas_Hofstadter,1
Ernest_Nagel,Isaac_Levi,1
Friedrich_Nietzsche,Joseph_Campbell,1
Friedrich_Nietzsche,Walter_Kaufmann_(philosopher),1
Friedrich_Nietzsche,Pierre_Klossowski,1
Friedrich_Nietzsche,Sarah_Kofman,1
Friedrich_Nietzsche,Rudolf_Steiner,1
Friedrich_Nietzsche,Emil_Cioran,1
Friedrich_Nietzsche,Paul_Ricœur,1
Friedrich_Nietzsche,André_Malraux,1
Friedrich_Nietzsche,Ayn_Rand,1
Friedrich_Nietzsche,W._H._Auden,1
Friedrich_Nietzsche,Georges_Bataille,1
Friedrich_Nietzsche,Marcel_Proust,1
Friedrich_Nietzsche,Muhammad_Iqbal,1
Friedrich_Nietzsche,Maurice_Blanchot,1
Friedrich_Nietzsche,Carl_Rogers,1
Friedrich_Nietzsche,Georg_Brandes,1
Friedrich_Nietzsche,Martin_Buber,1
Friedrich_Nietzsche,Jacques_Derrida,1
Friedrich_Nietzsche,Chaim_Weizmann,1
Friedrich_Nietzsche,Max_Weber,1
Friedrich_Nietzsche,Miguel_de_Unamuno,1
Friedrich_Nietzsche,Dallas_Willard,1
Friedrich_Nietzsche,Ferdinand_Tönnies,1
Friedrich_Nietzsche,Wallace_Stevens,1
Friedrich_Nietzsche,Thomas_Mann,1
Friedrich_Nietzsche,Alasdair_MacIntyre,1
Friedrich_Nietzsche,Albert_Camus,1
Friedrich_Nietzsche,Michel_Foucault,1
Friedrich_Nietzsche,Jean-Paul_Sartre,1
Friedrich_Nietzsche,August_Strindberg,1
Friedrich_Nietzsche,Knut_Hamsun,1
Friedrich_Nietzsche,Martin_Heidegger,1
Friedrich_Nietzsche,Paul_Tillich,1
Friedrich_Nietzsche,Alexander_Nehamas,1
Friedrich_Nietzsche,Alfred_Adler,1
Friedrich_Nietzsche,Cornelius_Castoriadis,1
Friedrich_Nietzsche,Roberto_Mangabeira_Unger,1
Friedrich_Nietzsche,Leo_Strauss,1
Friedrich_Nietzsche,Lev_Shestov,1
Friedrich_Nietzsche,Oswald_Spengler,1
Friedrich_Nietzsche,Gilles_Deleuze,1
Friedrich_Nietzsche,H._L._Mencken,1
Friedrich_Nietzsche,W._B._Yeats,1
Friedrich_Nietzsche,Theodor_W._Adorno,1
Friedrich_Nietzsche,Carl_Jung,1
Iris_Murdoch,G._E._M._Anscombe,1
Iris_Murdoch,Philippa_Foot,1
Iris_Murdoch,Martha_Nussbaum,1
Kitaro_Nishida,Keiji_Nishitani,1
Kitaro_Nishida,Kiyoshi_Miki,1
Kitaro_Nishida,Masao_Abe,1
Kitaro_Nishida,Hajime_Tanabe,1
Kitaro_Nishida,Shin'ichi_Hisamatsu,1
Kitaro_Nishida,Jun_Tosaka,1
Kitaro_Nishida,Shizuteru_Ueda,1
Michel_de_Montaigne,Alexander_Pushkin,1
Michel_de_Montaigne,José_Saramago,1
Michel_de_Montaigne,Karl_Marx,1
Michel_de_Montaigne,Ralph_Waldo_Emerson,1
Michel_de_Montaigne,Francis_Bacon,1
Michel_de_Montaigne,Friedrich_Nietzsche,1
Michel_de_Montaigne,Montesquieu,1
Michel_de_Montaigne,Michel_Onfray,1
Michel_de_Montaigne,David_Hume,1
Michel_de_Montaigne,René_Descartes,1
Michel_de_Montaigne,Voltaire,1
Michel_de_Montaigne,Blaise_Pascal,1
Michel_de_Montaigne,Jean-François_Lyotard,1
Michel_de_Montaigne,Albert_Camus,1
Michel_de_Montaigne,Albert_O._Hirschman,1
Michel_de_Montaigne,Gore_Vidal,1
Michel_de_Montaigne,Michel_Foucault,1
Michel_de_Montaigne,Sigmund_Freud,1
Michel_de_Montaigne,Eric_Hoffer,1
Michel_de_Montaigne,John_Henry_Newman,1
Michel_de_Montaigne,Jean-Jacques_Rousseau,1
Michel_de_Montaigne,Jean-Paul_Sartre,1
Michel_de_Montaigne,Edward_Gibbon,1
Michel_de_Montaigne,Fulton_J._Sheen,1
Michel_de_Montaigne,Isaac_Asimov,1
Michel_de_Montaigne,Charles_Darwin,1
Michel_de_Montaigne,Pierre_Charron,1
Michel_de_Montaigne,William_Shakespeare,1
Michel_de_Montaigne,Stefan_Zweig,1
Michel_de_Montaigne,Virginia_Woolf,1
Michel_de_Montaigne,William_Hazlitt,1
Michel_de_Montaigne,Étienne_de_La_Boétie,1
Montesquieu,"Amable_Guillaume_Prosper_Brugière,_baron_de_Barante",1
Montesquieu,Hannah_Arendt,1
Montesquieu,Constitution_of_the_United_States,1
Montesquieu,Edmund_Burke,1
Montesquieu,David_Hume,1
Montesquieu,Jean_Charles_Léonard_de_Sismondi,1
Montesquieu,Adam_Ferguson,1
Montesquieu,Jean-Jacques_Rousseau,1
Montesquieu,Thomas_Paine,1
Montesquieu,Alexis_de_Tocqueville,1
Montesquieu,Georg_Wilhelm_Friedrich_Hegel,1
Montesquieu,Émile_Durkheim,1
Mozi,School_of_Names,1
Mozi,Eastern_philosophy,1
Mozi,Chinese_Buddhism,1
Mozi,Zhuang_Zhou,1
Muhammad_Iqbal,Pakistan,1
Muhammad_Iqbal,Muhammad_Ali_Jinnah,1
Muhammad_Iqbal,Muhammad_Asad,1
Muhammad_Iqbal,Abul_A'la_Maududi,1
Muhammad_Iqbal,Pakistan_Movement,1
Muhammad_Iqbal,Fateh_Mohammad_Malik,1
Muhammad_Iqbal,Jawad_Naqvi,1
Muhammad_Iqbal,Ale_Ahmad_Suroor,1
Muhammad_Iqbal,Faiz_Ahmad_Faiz,1
Muhammad_Iqbal,Israr_Ahmed,1
Muhammad_Iqbal,Ali_Shariati,1
Muhammad_Iqbal,Khushwant_Singh,1
Muhammad_Iqbal,Muhammad_Ishaq_Madni,1
Nick_Land,Alt-right,1
Nick_Land,Reza_Negarestani,1
Nick_Land,Mark_Fisher,1
Nick_Land,Dark_Enlightenment,1
Nick_Land,Kodwo_Eshun,1
Nick_Land,Iain_Hamilton_Grant,1
Nick_Land,Kode9,1
Nicos_Poulantzas,Bob_Jessop,1
Otto_Neurath,John_O'Neill_(philosopher),1
Otto_Neurath,Vienna_Circle,1
Otto_Neurath,Berlin_Circle,1
David_B._Zilberman,Alexander_Piatigorsky,1
David_Hartley_(philosopher),Joseph_Priestley,1
David_Hartley_(philosopher),William_James,1
David_Hartley_(philosopher),James_Mill,1
David_Hartley_(philosopher),William_Wordsworth,1
David_Kaplan_(philosopher),John_Perry_(philosopher),1
David_Kaplan_(philosopher),Nathan_Salmon,1
David_Kaplan_(philosopher),C._Anthony_Anderson,1
David_Lewis_(philosopher),Peter_Railton,1
David_Lewis_(philosopher),L._A._Paul,1
David_Lewis_(philosopher),Gideon_Rosen,1
David_Lewis_(philosopher),Mark_Johnston_(philosopher),1
David_Lewis_(philosopher),John_Hawthorne,1
David_Lewis_(philosopher),Barry_Loewer,1
David_Lewis_(philosopher),J._David_Velleman,1
David_Lewis_(philosopher),Theodore_Sider,1
David_Lewis_(philosopher),Dean_Zimmerman,1
David_Lewis_(philosopher),Robert_Brandom,1
David_Lewis_(philosopher),Stathis_Psillos,1
David_Papineau,Stathis_Psillos,1
David_Stove,James_Franklin_(philosopher),1
David_Stove,Peter_Forrest_(philosopher),1
Debiprasad_Chattopadhyaya,Mircea_Eliade,1
Democritus,Karl_Marx,1
Democritus,George_Santayana,1
Democritus,Epicurus,1
Democritus,Aristotle,1
Democritus,Baruch_Spinoza,1
Democritus,Friedrich_Nietzsche,1
Democritus,Michel_de_Montaigne,1
Democritus,Michel_Onfray,1
Democritus,Pyrrho,1
Democritus,Marco_Aurelio_Severino,1
Democritus,Lucretius,1
Denise_Paulme,Marcel_Mauss,1
William_Henry_Chamberlin_(philosopher),E._E._Ericksen,1
Maurice_Blanchot,Samuel_Beckett,1
Masoud_Ahmadzadeh,Amir_Parviz_Pooyan,1
Masoud_Ahmadzadeh,Ashraf_Dehghani,1
Masoud_Ahmadzadeh,Hamid_Ashraf,1
Masoud_Ahmadzadeh,Mostafa_Shoa'ian,1
Matsuoka_Shoan,Ono_Ranzan,1
Bayazid_Bastami,Abu_al-Hassan_al-Kharaqani,1
Bayazid_Bastami,Muhammad_Iqbal,1
Bayazid_Bastami,Al-Hallaj,1
Bayazid_Bastami,Syed_Badiuddin_Zinda_Shah_Qutbul_Madar,1
Mencius,Chinese_philosophy,1
Michael_Bratman,Allan_Gibbard,1
Michael_Bratman,Nomy_Arpaly,1
Michael_Bratman,J._David_Velleman,1
Michael_Bratman,Scott_J._Shapiro,1
Michael_Frede,Michael_Neil_Forster,1
Michael_Redhead,Harvey_Brown_(philosopher),1
Michael_Redhead,Simon_Saunders,1
Michael_Redhead,Steven_French_(philosopher),1
Michael_Sandel,Richard_David_Precht,1
Michael_Sandel,Ed_Miliband,1
Michael_Walzer,Jean_Bethke_Elshtain,1
Michael_Walzer,Michael_Sandel,1
Michael_Walzer,Michael_W._Doyle,1
Michael_Walzer,Amy_Gutmann,1
Michel_Henry,Jean-Luc_Marion,1
Pyrrho,Epicurus,1
Pyrrho,Michel_de_Montaigne,1
Pyrrho,Aenesidemus,1
Pyrrho,Sextus_Empiricus,1
Pyrrho,Galen,1
Pyrrho,Timon_of_Phlius,1
Pyrrho,Arcesilaus,1
R._Radhakrishnan,Brenda_Marshall,1
R._Radhakrishnan,David_Harvey,1
R._Radhakrishnan,Xu_Ben,1
Radoslav_Rochallyi,G._H._Hardy,1
Radoslav_Rochallyi,Martin_Heidegger,1
Radoslav_Rochallyi,Max_Tegmark,1
Jakob_Schegk,Nicolaus_Taurellus,1
Jakob_Schegk,Second_scholasticism,1
Panaetius,Hecato_of_Rhodes,1
Panaetius,Cicero,1
Panaetius,Posidonius,1
Nicole_Oresme,Galileo_Galilei,1
Nicole_Oresme,Henry_of_Langenstein,1
Gilbert_Harman,Stephen_Stich,1
Gilbert_Harman,Joshua_Knobe,1
Gilles-Gaston_Granger,Jacques_Bouveresse,1
Gilles-Gaston_Granger,Jules_Vuillemin,1
Herman_of_Carinthia,Albertus_Magnus,1
Syed_Shujaat_Ali_Qadri,Muneeb-ur-Rehman,1
A._D._Gordon,Rachel_Bluwstein,1
A._J._Ayer,P._F._Strawson,1
A._J._Ayer,R._M._Hare,1
A._J._Ayer,Mihailo_Marković,1
A._J._Ayer,Ted_Honderich,1
A._J._Ayer,Peter_Unger,1
Abd_al-Hussein_al-Hilli,Ahmed_Al-Waeli,1
Abd_al-Rahman_al-Kawakibi,Gamal_Abdel_Nasser,1
Abu_Abd_al-Rahman_Ibn_Aqil_al-Zahiri,Abdul_Aziz_al-Harbi,1
Abu_Hatim_Ahmad_ibn_Hamdan_al-Razi,Hamid_al-Din_al-Kirmani,1
Abu_Zayd_al-Balkhi,Muhammad_ibn_Zakariya_al-Razi,1
Abu_Zayd_al-Balkhi,Istakhri,1
Abu_Zayd_al-Balkhi,Avicenna,1
Abu_Zayd_al-Balkhi,Al-Maqdisi,1
Abu_Zayd_al-Balkhi,Ibn_Hawqal,1
Abu_Zayd_al-Balkhi,Joseph_Wolpe,1
Carl_Vogt,Ivan_Pavlov,1
Edgar_S._Brightman,L._Harold_DeWolf,1
Edward_Caird,John_Watson_(philosopher),1
Edward_Caird,Henry_Jones_(philosopher),1
Edwin_Arthur_Burtt,Alexandre_Koyré,1
Ernst_Cassirer,Susanne_Langer,1
Ernst_Cassirer,Wilbur_Marshall_Urban,1
Ernst_Cassirer,Leo_Strauss,1
Franz_Brentano,Alexius_Meinong,1
Franz_Brentano,Rudolf_Steiner,1
Franz_Brentano,Vittorio_Benussi,1
Franz_Brentano,Tomáš_Masaryk,1
Franz_Brentano,Anton_Marty,1
Franz_Brentano,Christian_von_Ehrenfels,1
Franz_Brentano,Edmund_Husserl,1
Franz_Brentano,Sigmund_Freud,1
Franz_Brentano,Martin_Heidegger,1
Franz_Brentano,Kazimierz_Twardowski,1
Franz_Brentano,George_Stout,1
Franz_Brentano,Carl_Menger,1
Franz_Brentano,Carl_Stumpf,1
John_D._Caputo,Peter_Rollins,1
John_D._Caputo,James_K._A._Smith,1
John_D._Caputo,Gianni_Vattimo,1
John_D._Caputo,Richard_Kearney,1
John_D._Caputo,Merold_Westphal,1
Josef_Breuer,Sigmund_Freud,1
Justus_Buchler,Victorino_Tejera,1
Justus_Buchler,Christopher_Phillips,1
Justus_Buchler,Stephen_David_Ross,1
Justus_Buchler,Robert_S._Corrington,1
Justus_Buchler,Armen_Marsoobian,1
Justus_Buchler,Beth_J._Singer,1
Justus_Buchler,Kathleen_A._Wallace,1
Léon_Brunschvicg,Louis_Lavelle,1
Léon_Brunschvicg,Gaston_Bachelard,1
Léon_Brunschvicg,Raymond_Aron,1
Léon_Brunschvicg,Jean_Cavaillès,1
Léon_Brunschvicg,Alexandre_Koyré,1
Martin_Buber,Walter_Kaufmann_(philosopher),1
Martin_Buber,Emmanuel_Levinas,1
Martin_Buber,Franz_Rosenzweig,1
Martin_Buber,Emil_Brunner,1
Martin_Buber,John_Berger,1
Martin_Buber,Fritz_Perls,1
Martin_Buber,Laura_Perls,1
Martin_Buber,Abraham_Joshua_Heschel,1
Martin_Buber,Gabriel_Marcel,1
Martin_Buber,Hans_Urs_von_Balthasar,1
Peter_Carruthers_(philosopher),Keith_Frankish,1
Richard_Cantillon,"Victor_de_Riqueti,_marquis_de_Mirabeau",1
Thomas_Cajetan,Ralph_McInerny,1
Thomas_Cajetan,Henri_de_Lubac,1
Thomas_Cajetan,Étienne_Gilson,1
Charles_De_Koninck,Ralph_McInerny,1
Charles_De_Koninck,Yves_Simon,1
Crates_of_Thebes,Metrocles,1
Crates_of_Thebes,Hipparchia_of_Maroneia,1
Crates_of_Thebes,Zeno_of_Citium,1
Damaris_Cudworth_Masham,John_Locke,1
Damaris_Cudworth_Masham,David_Hume,1
Damaris_Cudworth_Masham,Immanuel_Kant,1
Damaris_Cudworth_Masham,Denis_Diderot,1
Damo_(philosopher),Telauges,1
Daniel_Dennett,Sam_Harris,1
Daniel_Dennett,Peter_Carruthers_(philosopher),1
Daniel_Dennett,Richard_Dawkins,1
Daniel_Dennett,Geoffrey_Miller_(psychologist),1
Daniel_Dennett,Douglas_Hofstadter,1
Daniel_Dennett,Keith_Frankish,1
David_Carr_(phenomenology_scholar),Margret_Grebowicz,1
David_Chalmers,Sam_Harris,1
David_Chalmers,Gualtiero_Piccinini,1
David_Chalmers,Tyler_Burge,1
David_Hume,Alexander_Hamilton,1
David_Hume,John_Maynard_Keynes,1
David_Hume,Karl_Marx,1
David_Hume,Thomas_Reid,1
David_Hume,J._L._Mackie,1
David_Hume,Arthur_Schopenhauer,1
David_Hume,Jorge_Luis_Borges,1
David_Hume,Thomas_Jefferson,1
David_Hume,William_James,1
David_Hume,A._J._Ayer,1
David_Hume,Daniel_Dennett,1
David_Hume,Bertrand_Russell,1
David_Hume,Voltaire,1
David_Hume,Adam_Smith,1
David_Hume,Albert_Einstein,1
David_Hume,Edmund_Husserl,1
David_Hume,Jerry_Fodor,1
David_Hume,Johann_Georg_Hamann,1
David_Hume,Immanuel_Kant,1
David_Hume,James_Madison,1
David_Hume,Jean-Jacques_Rousseau,1
David_Hume,John_Stuart_Mill,1
David_Hume,Thomas_Paine,1
David_Hume,Edward_Gibbon,1
David_Hume,Noam_Chomsky,1
David_Hume,Gilles_Deleuze,1
David_Hume,Simon_Blackburn,1
David_Hume,Karl_Popper,1
David_Hume,Western_philosophy,1
David_Lyons_(philosopher),David_O._Brink,1
David_Schmidtz,Jason_Brennan,1
Derek_Parfit,Peter_Singer,1
Derek_Parfit,Larry_Temkin,1
Derek_Parfit,Samuel_Scheffler,1
Derek_Parfit,Ruth_Chang,1
Derek_Parfit,Brad_Hooker,1
Derek_Parfit,Jeff_McMahan_(philosopher),1
Derek_Parfit,Thomas_Hurka,1
Derek_Parfit,John_Cottingham,1
Dietrich_von_Hildebrand,Pope_Benedict_XVI,1
Dietrich_von_Hildebrand,Alice_von_Hildebrand,1
Dietrich_von_Hildebrand,Peter_Kreeft,1
Diogenes,Han_Ryner,1
Diogenes,Søren_Kierkegaard,1
Diogenes,Epicurus,1
Diogenes,Stoicism,1
Diogenes,Friedrich_Nietzsche,1
Diogenes,Michel_Onfray,1
Diogenes,Crates_of_Thebes,1
Diogenes,Cynicism_(philosophy),1
Diotima_of_Mantinea,Plato,1
Diotima_of_Mantinea,Socrates,1
Giorgio_Del_Vecchio,Norberto_Bobbio,1
Jacques_Derrida,Sarah_Kofman,1
Jacques_Derrida,Peter_Rollins,1
Jacques_Derrida,Richard_Rorty,1
Jacques_Derrida,James_K._A._Smith,1
Jacques_Derrida,Paul_B._Preciado,1
Jacques_Derrida,John_D._Caputo,1
Jacques_Derrida,Paul_de_Man,1
Jacques_Derrida,Bernard_Stiegler,1
Jacques_Derrida,Catherine_Malabou,1
Jacques_Derrida,Gayatri_Chakravorty_Spivak,1
Jacques_Derrida,Geoffrey_Hartman,1
Jacques_Derrida,Jean-Luc_Nancy,1
Jacques_Derrida,Judith_Butler,1
Jacques_Derrida,Philippe_Lacoue-Labarthe,1
Jacques_Derrida,Béatrice_Galinon-Mélénec,1
Jacques_Derrida,Maebh_Long,1
John_Dewey,Thorstein_Veblen,1
Jonathan_Dancy,Constantine_Sandis,1
Joseph_Dietzgen,Karl_Marx,1
Joseph_Dietzgen,Vladimir_Lenin,1
Joseph_Dietzgen,Antonie_Pannekoek,1
Joseph_de_Maistre,René_Guénon,1
Joseph_de_Maistre,Emil_Cioran,1
Joseph_de_Maistre,Charles_Baudelaire,1
Joseph_de_Maistre,Léon_Bloy,1
Joseph_de_Maistre,C._S._Lewis,1
Joseph_de_Maistre,Éliphas_Lévi,1
Joseph_de_Maistre,William_F._Buckley_Jr.,1
Joseph_de_Maistre,Dimitrije_Ljotić,1
Joseph_de_Maistre,Charles_Maurras,1
Joseph_de_Maistre,Russell_Kirk,1
Joseph_de_Maistre,Auguste_Comte,1
Joseph_de_Maistre,Antoine_Blanc_de_Saint-Bonnet,1
Joseph_de_Maistre,Antonio_Rosmini,1
Joseph_de_Maistre,Juan_Donoso_Cortés,1
Joseph_de_Maistre,George_MacDonald,1
Joseph_de_Maistre,René_Girard,1
Joseph_de_Maistre,Hilaire_Belloc,1
Joseph_de_Maistre,John_Henry_Newman,1
Joseph_de_Maistre,Karl_Ludwig_von_Haller,1
Joseph_de_Maistre,J._R._R._Tolkien,1
Joseph_de_Maistre,Robert_Hugh_Benson,1
Joseph_de_Maistre,Henri_de_Saint-Simon,1
Joseph_de_Maistre,Jules_Barbey_d'Aurevilly,1
Joseph_de_Maistre,Louis_Veuillot,1
Joseph_de_Maistre,Louis_de_Bonald,1
Joseph_de_Maistre,William_Thomas_Walsh,1
Joseph_de_Maistre,Warren_H._Carroll,1
Joseph_de_Maistre,G._K._Chesterton,1
Joseph_de_Maistre,Georges_Bernanos,1
Joseph_de_Maistre,Francis_Parker_Yockey,1
Joseph_de_Maistre,Julius_Evola,1
Joseph_de_Maistre,Pierre_Boutang,1
Joseph_de_Maistre,Carl_Schmitt,1
Pseudo-Dionysius_the_Areopagite,Western_Christianity,1
Pseudo-Dionysius_the_Areopagite,Eastern_Christianity,1
René_Descartes,John_Locke,1
René_Descartes,Gottfried_Wilhelm_Leibniz,1
René_Descartes,Antoine_Arnauld,1
René_Descartes,Arthur_Schopenhauer,1
René_Descartes,Baruch_Spinoza,1
René_Descartes,Friedrich_Nietzsche,1
René_Descartes,Isaac_Newton,1
René_Descartes,David_Hume,1
René_Descartes,Voltaire,1
René_Descartes,Blaise_Pascal,1
René_Descartes,Nicolas_Malebranche,1
